Annee;Reglements de compte entre malfaiteurs;Homicides pour voler et a loccasion de vols;Homicides pour dautres motifs;Tentatives dhomicides pour voler et a loccasion de vols;Tentatives homicides pour dautres motifs;Coups et blessures volontaires suivis de mort;Autres coups et blessures volontaires criminels ou correctionnels;Prises dotages a loccasion de vols;Prises dotages dans un autre but;Sequestrations;Menaces ou chantages pour extorsion de fonds;Menaces ou chantages dans un autre but;Atteintes a la dignite et a la personnalite;Violations de domicile;Vols a main armee contre des etablissements financiers;Vols a main armee contre des etablissements industriels ou commerciaux;Vols a main armee contre des entreprises de transports de fonds;Vols a main armee contre des particuliers a leur domicile;Autres vols a main armee;Vols avec armes blanches contre des etablissements financiers,commerciaux ou industriels;Vols avec armes blanches contre des particuliers a leur domicile;Autres vols avec armes blanches;Vols violents sans arme contre des etablissements financiers,commerciaux ou industriels;Vols violents sans arme contre des particuliers a leur domicile;Vols violents sans arme contre des femmes sur voie publique ou autre lieu public;Vols violents sans arme contre dautres victimes;Cambriolages de locaux dhabitations principales;Cambriolages de residences secondaires;Cambriolages de locaux industriels, commerciaux ou financiers;Cambriolages dautres lieux;Vols avec entree par ruse en tous lieux;Vols a la tire;Vols a letalage;Vols de vehicules de transport avec fret;Vols dautomobiles;Vols de vehicules motorises a 2 roues;Vols a la roulotte;Vols daccessoires sur vehicules a moteur immatricules;Vols simples sur chantier;Vols simples sur exploitations agricoles;Autres vols simples contre des etablissements publics ou prives;Autres vols simples contre des particuliers dans deslocaux prives;Autres vols simples contre des particuliers dans des locaux ou lieux publics;Recels;Proxenetisme;Viols sur des majeur(e)s;Viols sur des mineur(e)s;Harcelements sexuels et autres agressions sexuelles majeurs;Harcelements sexuels et autres agressions sexuelles mineurs;Atteintes sexuelles;Homicides commis contre enfants de moins de 15 ans;Violences, mauvais traitements et abandons denfants;Delits au sujet de la garde des mineurs;Non versement de pension alimentaire;Trafic et revente sans usage de stupefiants;Usage-revente de stupefiants;Usage de stupefiants;Autres infractions a la legislation sur les stupefiants;Delits de debits de boissons et infraction a la reglementation sur lalcool et le tabac;Fraudes alimentaires et infractions a lhygiene;Autres delits contre sante publique et la reglementation des professions medicales;Incendies volontaires de biens publics;Incendies volontaires de biens prives;Attentats a lexplosif contre des biens publics;Attentats a lexplosif contre des biens prives;Autres destructions er degradations de biens publics;Autres destructions er degradations de biens prives;Destructions et degradations de vehicules prives;Infractions aux conditions generales dentree et de sejour des etrangers;Aide a lentree, a la circulation et au sejour des etrangers;Autres infractions a la police des etrangers;Outrages a depositaires autorite;Violences a depositaires autorite;Port ou detention armes prohibees;Atteintes aux interets fondamentaux de la Nation;Delits des courses et des jeux;Delits interdiction de sejour et de paraitre;Destructions, cruautes et autres delits envers les animaux;Atteintes a lenvironnement;Chasse et peche;Faux documents didentite;Faux documents concernant la circulation des vehicules;Autres faux documents administratifs;Faux en ecriture publique et authentique;Autres faux en ecriture;Fausse monnaie;Contrefacons et fraudes industrielles et commerciales;Contrefacons litteraires et artistique;Falsification et usages de cheques voles;Falsification et usages de cartes de credit;Escroqueries et abus de confiance;Infractions a la legislation sur les cheques;Travail clandestin;Emploi detranger sans titre de travail;Marchandage - pret de main doeuvre;Index non utilise;Index non utilise;Banqueroutes, abus de biens sociaux et autres delits de societe;Index non utilise;Index non utilise;Prix illicittes, publicite fausse et infractions aux regles de la concurrence;Achats et ventes sans factures;Infractions a lexercice dune profession reglementee;Infractions au droit de lurbanisme et de la construction;Fraudes fiscales;Autres delits economiques et financiers;Autres delits
_2012_05;13;3;52;10;126;14;17627;2;2;198;814;6554;2359;670;15;230;2;51;146;75;53;614;70;111;5151;4777;17319;1373;5669;5734;650;8628;5565;31;10211;6503;22789;11577;1522;947;6246;16620;28953;3193;46;421;495;465;832;1114;2;1810;2211;1271;471;1253;12863;719;93;46;24;413;2929;1;40;3285;10661;13443;9623;466;346;2361;2545;2672;55;39;25;222;218;117;557;300;289;171;539;93;131;16;4771;2981;12984;597;908;259;15;0;0;127;0;0;56;31;104;227;62;487;8030
_2012_04;4;3;51;2;106;16;17002;2;1;177;799;6947;2458;661;17;234;5;61;183;75;57;589;79;96;4398;4378;16285;1332;4985;5164;673;7956;5804;20;9461;5610;20363;10420;1481;930;6340;15680;27032;3152;60;423;566;492;871;1088;2;1894;2450;1306;574;1509;14232;744;91;37;37;335;2595;2;5;2976;10284;13103;9692;440;415;2502;2497;2948;59;29;17;204;188;145;561;355;322;199;617;104;153;15;5781;2801;13346;633;965;284;18;0;0;137;0;0;61;30;129;258;75;508;8551
_2012_03;6;0;65;7;101;11;17324;1;1;160;875;6774;2436;622;23;301;0;59;145;95;54;643;78;121;4726;4606;17979;1210;5091;4878;636;7904;6541;39;9502;5544;20291;10777;1516;862;6643;15555;27291;3136;59;445;499;534;854;1175;7;1935;2201;1398;569;1556;15168;679;99;38;35;340;2768;3;5;3134;10061;12917;11462;548;479;2585;2639;3196;61;32;21;235;293;154;646;379;364;178;670;138;106;11;5020;2984;14254;548;972;313;23;0;0;135;0;0;74;16;128;271;53;528;8790
_2012_02;5;4;53;8;95;12;15821;5;1;168;796;6206;2196;603;20;278;3;63;165;99;42;632;63;124;4079;4314;17547;1191;4983;4322;628;7145;5962;29;9285;4034;17856;9401;1252;601;5921;13382;24984;2844;45;399;497;450;839;1056;5;1776;2346;1232;546;1254;13914;712;91;32;58;287;2445;1;3;2496;9657;11251;9567;530;445;2227;2386;3105;46;38;22;166;216;85;606;347;388;148;583;95;108;19;4819;2758;14042;652;939;259;52;0;0;124;0;0;90;22;115;270;76;534;8447
_2012_01;3;0;45;4;116;7;16566;5;2;175;827;6347;2280;592;24;302;5;62;186;121;79;713;69;128;4358;4573;20422;1077;4602;4378;635;6818;5885;25;10011;4861;19332;9738;1160;564;5960;14380;25531;3047;51;400;492;450;818;1086;3;1779;2275;1304;450;1184;13016;645;86;49;49;341;3818;2;3;2653;9876;12798;9613;474;442;2463;2626;3005;58;27;12;186;187;97;592;311;309;150;582;130;94;6;5202;2944;12995;615;863;289;17;0;0;105;0;0;78;22;110;232;63;529;8226
_2011_12;6;7;55;3;113;5;16185;5;4;219;844;6154;2188;666;24;384;4;84;169;132;69;778;91;137;4358;4576;21931;1172;4998;4288;675;7481;6493;28;9288;5583;20439;9226;1281;528;6355;15300;27712;3533;45;441;513;480;727;1252;5;1706;2806;1242;490;1493;12691;811;87;60;43;292;2464;0;2;2510;9964;12384;7807;320;392;2470;2408;2856;84;39;21;184;269;187;499;333;316;169;610;121;118;22;6013;3568;14566;883;896;221;27;0;0;150;0;0;33;41;127;316;99;689;7684
_2011_11;6;3;76;8;118;17;16534;4;0;219;915;6378;2479;719;16;311;7;75;192;120;65;659;79;124;4351;4469;20456;1021;5526;4665;727;6998;5744;30;10418;6233;21866;10355;1481;726;6632;16187;27059;3361;49;437;476;501;784;1301;7;1661;2242;1174;532;1495;13183;754;107;42;24;413;2700;1;8;2856;9993;13333;8888;369;337;2469;2413;3108;53;49;22;184;254;156;563;361;288;173;578;120;113;11;4299;3164;12866;678;982;227;11;0;0;148;0;0;24;33;123;273;88;718;8073
_2011_10;5;2;62;2;94;15;17908;2;2;184;795;6803;2744;700;12;221;9;77;171;77;66;639;50;113;4303;4694;16421;1057;4958;4177;736;7190;5480;30;10093;6764;21710;9870;1518;644;6509;16842;29169;3349;62;486;442;462;702;1458;7;1603;2492;1298;591;1526;15401;818;81;47;46;460;2858;2;6;2868;9225;12477;9779;481;394;2660;2542;3294;80;33;19;223;270;155;590;310;319;197;601;121;110;11;4487;3030;12994;839;1027;274;26;0;0;122;0;0;30;118;127;281;138;758;8285
_2011_09;2;9;63;9;137;8;17421;1;1;208;707;6400;2602;667;22;215;6;66;173;70;63;629;75;118;4359;4507;16849;1060;5126;4171;737;7192;5127;26;9827;6596;21343;9671;1463;742;6822;17289;28089;3013;64;447;454;507;615;1425;7;1439;2571;1311;490;1355;13532;854;101;41;60;425;2821;3;4;2835;9522;12356;10053;443;420;2480;2334;3170;75;37;24;218;259;189;583;307;329;172;542;128;149;14;4577;2919;12979;665;962;275;29;0;0;139;0;0;20;31;88;240;58;660;7965
_2011_08;5;2;67;5;101;11;15970;2;0;184;570;5800;2227;706;19;190;5;43;148;59;72;521;55;134;3823;3981;19486;1382;5041;4512;797;8137;4965;16;8704;6531;22429;9540;1236;782;6773;19565;30514;2802;39;422;431;436;559;1316;5;1014;2376;1041;417;1016;12237;823;98;29;46;393;2698;3;6;3094;9706;11571;9089;399;351;2368;2249;2496;60;36;23;222;354;146;541;304;300;145;459;109;164;17;3748;3531;15093;710;806;233;22;0;0;84;0;0;28;34;84;166;45;450;7829
_2011_07;5;2;48;6;93;11;16145;1;1;189;656;5763;2462;697;22;217;8;48;144;67;62;515;59;122;4359;4353;18027;1449;5656;4854;826;8370;5128;27;9686;6520;23329;9900;1650;846;7183;19501;31349;3032;29;434;462;508;686;1339;1;1144;1759;1124;456;1371;12408;724;78;46;61;491;3422;1;2;3351;9860;12248;7795;386;310;2300;2279;2461;62;29;22;246;294;95;454;270;302;146;535;107;123;38;5184;4594;18975;746;893;243;23;0;0;109;0;0;37;36;115;204;101;436;8119
_2011_06;6;2;61;5;107;13;18325;2;0;206;782;6456;2786;676;23;247;5;59;157;85;57;630;68;122;4769;5213;17015;1353;5860;5194;828;8723;5403;14;10645;7001;23173;10983;1729;836;6764;19445;31889;3088;34;478;538;501;751;1401;1;1756;2205;1170;498;1497;12665;708;103;40;53;430;3049;2;8;3452;10284;13597;9720;485;390;2401;2325;2691;82;31;18;203;240;123;605;280;275;154;533;127;163;14;4983;4856;19126;851;933;269;48;0;0;114;0;0;22;32;95;216;68;370;8322
_2011_05;4;1;65;5;109;12;18753;2;3;195;948;6590;2897;667;16;234;8;65;170;88;55;641;67;120;4622;4824;16585;1241;5762;5024;794;7577;5991;23;10374;6729;22315;10627;1781;908;6898;19024;30049;3447;49;435;520;472;744;1552;3;1784;2361;1299;623;1490;13440;812;88;58;111;495;3239;1;12;3440;10397;13471;11261;492;382;2626;2438;3060;66;20;26;245;306;144;599;324;329;182;537;128;180;29;4888;4846;20041;907;1013;279;80;0;0;149;0;0;37;26;124;245;82;433;9017
_2011_04;9;2;57;3;113;10;17811;0;0;168;863;6516;2762;668;19;250;6;61;168;75;61;622;82;99;4230;4724;15147;1324;5489;4651;707;7218;5716;19;9588;6159;20933;10274;1720;857;6619;16953;27520;3216;34;414;494;442;739;1333;7;1687;2216;1169;551;1721;13597;764;99;56;95;488;2905;3;10;3117;9916;13152;11560;605;415;2446;2306;2998;67;20;22;195;289;94;584;332;345;194;529;119;292;22;4658;4337;20645;698;1207;438;43;0;0;143;0;0;10;35;127;227;70;520;8521
_2011_03;4;5;58;1;92;7;18441;1;1;173;937;6900;2927;754;21;345;4;78;182;117;56;745;94;137;4454;4902;16893;1304;6186;4995;814;7725;6684;26;10878;5684;21438;11321;1899;796;7499;17401;27155;3409;33;460;557;512;724;1510;4;1784;2323;1387;591;1840;15138;841;97;61;90;498;3235;2;5;3398;11046;14157;14363;668;444;2824;2521;3535;56;15;26;199;314;185;751;375;366;202;681;147;255;20;5329;4855;20615;881;1082;310;37;0;0;130;0;0;36;26;142;231;76;224;9384
_2011_02;6;5;52;6;101;10;16316;1;1;176;777;6041;2700;682;27;314;1;74;183;129;67;667;79;128;4130;4382;15458;1144;5591;4207;589;6812;5981;20;9626;4565;18952;9605;1754;674;6591;14994;23929;3193;44;373;499;403;737;1233;7;1554;2148;1198;578;1688;13145;772;76;52;121;313;2655;1;14;2788;9596;12386;10841;636;440;2429;2086;3051;72;15;26;181;289;150;609;366;337;186;599;132;134;16;4719;4346;18839;657;1028;302;20;0;0;124;0;0;22;24;145;272;53;223;8453
_2011_01;2;4;56;2;81;11;16541;1;1;180;862;6041;2462;676;18;370;1;87;186;109;69;757;77;145;4261;4708;18135;1184;5960;4335;677;6652;5587;30;10475;4311;19508;9577;1451;545;6089;15227;24298;3024;20;444;489;419;654;1200;4;1456;2277;1347;566;1380;11987;666;74;47;32;374;3709;4;13;2774;9881;12480;9406;476;347;2385;2144;3132;66;13;14;192;242;112;577;291;284;178;549;135;99;50;5051;4272;18474;677;895;283;30;0;0;108;0;0;20;23;120;242;51;215;7766
_2010_12;4;4;47;9;94;17;17087;1;0;205;936;6172;2458;625;35;461;5;69;199;173;73;747;92;143;4848;4668;18910;1014;6295;4725;640;8034;7059;27;10487;4789;21929;9731;1345;492;6570;15346;26304;3605;41;431;473;415;674;1110;6;1544;2796;1136;583;1876;12336;735;110;61;27;326;2666;2;12;2648;10238;13099;7924;307;413;2458;2277;2821;66;13;30;178;399;121;471;301;289;179;584;148;138;17;5987;5051;20126;942;897;210;42;0;0;160;0;0;28;26;128;270;101;270;7832
_2010_11;6;1;56;6;99;10;16917;2;2;196;897;6140;2520;682;14;333;6;73;223;124;69;716;91;129;4426;4799;16995;1075;6635;5014;745;7202;6230;24;11150;6419;25074;11097;1628;621;6492;16130;25353;3297;28;428;494;394;646;1128;2;1472;2226;1278;509;1637;12153;678;78;49;26;503;3234;7;10;3554;10494;14863;8835;353;322;2469;2273;2841;79;14;34;215;235;114;516;301;292;217;565;153;126;47;5472;4269;17769;849;871;243;46;0;0;132;0;0;25;29;115;232;73;236;7649
_2010_10;6;4;45;8;67;9;17684;0;0;175;920;6404;2634;651;15;238;5;62;166;71;64;661;94;143;4554;4922;14238;1054;5742;4473;639;7304;5810;22;10301;6879;22996;10910;1718;734;6566;16404;26703;3369;34;430;450;443;718;1293;0;1559;2502;1289;538;1666;13526;751;130;54;36;550;3132;1;7;3579;10140;15178;9445;403;395;2642;2801;3009;69;15;22;202;255;122;562;279;322;167;618;140;157;52;5302;4312;18372;715;1007;291;27;0;0;123;0;0;18;19;122;268;71;251;8128
_2010_09;6;3;66;2;104;10;17227;2;0;170;751;6556;2695;679;35;235;4;43;127;74;63;665;71;127;4269;4680;14980;1089;5814;4617;650;7511;5771;21;9949;7237;23838;10173;1559;734;6628;17347;26487;3127;41;464;453;449;667;1355;5;1414;2558;1377;518;1436;13052;832;110;48;20;441;2955;4;13;3150;10014;14065;10277;466;350;2451;2136;2817;66;15;26;221;263;220;548;260;314;176;559;149;217;31;5645;4083;18351;689;861;268;29;0;0;125;0;0;18;29;121;267;45;271;7760
_2010_08;5;2;44;7;89;9;15336;2;1;155;525;5887;2285;749;25;237;0;61;189;80;65;502;54;114;3571;3677;16639;1295;5488;4670;708;7612;5114;13;9237;6664;23481;9596;1221;796;6182;18792;27534;2789;33;387;402;373;539;1238;8;960;2261;1110;445;1250;11607;749;70;41;25;477;2857;1;9;3454;9611;12590;8983;409;347;2466;2114;2554;73;18;26;227;280;123;529;241;247;161;497;154;134;30;4729;3828;17337;748;810;247;15;0;0;134;0;0;17;31;114;175;53;220;7479
_2010_07;2;13;57;4;101;16;17678;2;1;174;630;6407;2619;834;18;251;1;57;159;74;45;576;62;119;4205;4559;15255;1411;5978;4986;757;8802;5353;23;9793;7453;24531;10238;1558;678;6768;20275;32087;3232;31;439;493;485;716;1434;3;1268;2116;1112;496;1388;11207;629;83;43;16;564;3692;1;7;3737;10716;14577;9029;428;329;2701;2436;2617;68;32;20;213;275;135;537;279;262;168;541;136;126;21;5109;4026;17870;649;918;312;19;0;0;150;0;0;16;16;117;212;61;266;7674
_2010_06;2;3;61;4;125;10;19214;0;1;193;957;7211;3061;728;22;262;1;67;149;106;60;747;85;136;4674;5052;14307;1204;6399;5645;718;8204;6015;26;10557;7729;25459;11593;1707;732;7076;19032;29743;3807;42;438;533;429;881;1453;0;1832;2085;1258;518;1897;12954;622;112;42;37;546;3489;2;11;3958;11732;16669;9932;516;392;2815;2599;2843;46;25;37;209;255;102;618;277;334;202;624;161;174;5;5545;3905;18780;1007;966;330;26;0;0;186;0;0;22;34;91;212;84;244;8099
_2010_05;3;1;66;9;120;11;17259;1;1;153;913;6191;2670;639;23;278;5;56;164;79;61;685;76;140;3998;4527;14385;1326;6613;5371;685;7350;5674;34;10806;7121;24993;11837;1665;735;6652;17671;26057;3256;41;363;541;369;704;1165;5;1591;2174;1149;536;1708;11810;729;94;45;34;457;3215;5;11;3709;10927;15208;8976;455;443;2691;2415;2707;56;20;16;227;259;115;510;279;322;177;516;173;167;19;4857;3548;15908;859;923;260;26;0;0;147;0;0;25;26;87;231;73;263;7535
_2010_04;3;2;61;1;77;11;17194;2;4;187;880;6583;2751;718;36;302;6;60;141;106;54;739;63;132;4099;4770;13753;1348;6336;5394;701;7350;6144;33;10710;6768;23853;11791;1663;783;6534;16980;25581;3139;50;419;493;389;719;1200;9;1606;2285;1271;505;1549;12588;661;92;59;30;500;3343;2;11;3899;11333;16116;9567;528;452;2831;2385;2916;55;54;23;219;272;114;594;281;304;175;609;174;122;22;4606;3910;16555;640;989;299;27;0;0;160;0;0;26;26;83;236;57;236;7636
_2010_03;5;1;45;5;103;5;18733;5;2;196;1053;7037;3042;653;45;381;4;71;197;104;61;846;92;143;4526;4811;15015;1327;7136;5533;696;7840;6872;37;11236;6169;23474;12090;1683;685;6893;16956;26563;3725;36;430;587;426;829;1364;6;1710;2189;1403;598;1753;13150;740;84;61;36;430;3280;1;9;3623;11740;16806;11420;604;494;2808;2493;3189;81;20;26;205;231;146;718;359;349;214;615;164;135;25;6044;4037;17394;806;1104;384;27;0;0;180;0;0;37;25;123;243;112;299;8237
_2010_02;6;3;53;6;82;15;15881;4;4;164;870;5848;2427;593;39;396;4;73;193;129;65;744;91;123;3796;4062;13492;1179;6063;4739;673;6514;5933;16;9987;4718;21008;10467;1361;487;5934;14338;22841;2848;34;394;481;376;720;1056;5;1398;2332;1200;586;1453;11792;585;68;60;37;344;2807;2;9;2910;10200;13584;9762;533;409;2313;2140;2770;69;13;19;190;243;116;572;253;268;190;547;177;131;47;5091;3436;15312;749;821;278;18;0;0;135;0;0;16;14;96;184;70;258;7152
_2010_01;2;5;52;4;83;13;16100;0;1;180;831;5632;2303;595;29;415;2;77;213;116;69;717;85;136;4187;4395;14803;1065;5906;4751;662;6796;5496;18;10465;4471;21786;10080;1008;401;5726;14401;23150;2628;41;387;470;418;700;1104;0;1381;2037;1263;479;1412;10879;617;55;49;19;378;3974;1;8;2853;10454;13344;8359;454;378;2252;2035;2694;56;16;26;170;206;113;548;230;277;169;488;134;76;22;5013;3578;15124;547;773;255;8;0;0;120;0;0;17;26;83;239;51;234;6934
_2009_12;3;1;68;3;81;9;16592;1;4;173;765;5991;2494;586;27;483;3;102;228;128;73;698;108;161;4003;4240;15745;1137;6573;5125;705;7490;6649;32;10520;5523;24284;10252;1136;527;6214;14823;24401;3318;69;404;507;407;736;1178;9;1275;2414;1190;536;1706;10982;639;87;65;24;343;2890;0;8;2927;10288;14642;7674;254;440;2385;2151;2533;63;24;17;202;247;131;473;239;243;158;581;175;134;21;6051;3954;16520;845;763;181;22;0;0;155;0;0;32;35;127;234;79;334;6873
_2009_11;5;0;55;8;80;12;16412;3;5;162;772;5709;2428;633;30;356;1;58;186;98;58;656;76;132;4034;4155;13653;1071;6371;5137;794;7004;5901;20;11018;6907;24862;11400;1409;542;5967;15338;23720;3005;36;419;474;434;703;1199;3;1321;2252;1193;522;1520;11189;605;71;46;28;468;3219;3;10;3318;10287;15018;9036;373;452;2396;2171;2741;66;12;17;187;205;154;579;271;288;168;512;170;192;18;4837;3760;16308;799;801;268;28;0;0;104;0;0;22;24;98;226;49;270;7131
_2009_10;1;3;40;7;76;14;17941;4;1;194;832;6611;2801;747;38;275;4;70;154;84;51;674;73;115;3778;4453;12449;1133;5994;4651;764;7410;5845;23;10939;7070;24626;11061;1479;638;6594;16670;26157;3627;54;426;474;435;760;1370;10;1625;2182;1336;610;1775;14072;735;98;69;18;467;3362;2;11;3410;10298;14690;9525;503;530;2714;2286;3198;82;22;15;182;231;178;629;276;301;214;615;144;171;21;6099;4286;18433;746;1016;284;26;0;0;167;0;0;35;33;103;232;75;263;7878
_2009_09;11;3;50;5;101;22;16738;2;2;155;659;6358;2754;745;16;229;1;59;124;61;57;573;84;110;3528;4124;12831;985;5614;4712;803;7542;5275;24;10158;7569;23938;10600;1326;652;6566;17222;25623;3248;38;403;460;435;682;1453;6;1353;2644;1444;544;1406;12365;740;84;46;28;433;3186;4;5;3172;10083;13789;10459;442;492;2615;2135;2786;67;33;12;195;216;145;584;285;326;186;597;159;158;16;4806;4282;19266;703;904;273;16;0;0;135;0;0;20;42;111;182;46;324;7476
_2009_08;4;1;56;4;86;22;15633;1;1;167;466;5601;2289;761;35;248;3;52;164;85;48;481;55;112;3102;3673;15543;1286;5368;4637;951;7594;4897;20;9407;6587;25069;9970;1019;685;6162;19024;28223;2851;23;386;365;479;606;1271;5;1016;2371;1118;443;1244;10979;691;75;53;16;530;3242;3;3;3334;10123;13179;9062;413;496;2438;2080;2364;49;8;13;283;271;206;528;242;255;134;455;185;125;16;4502;4429;19837;742;824;288;16;0;0;125;0;0;21;25;124;147;39;318;7175
_2009_07;3;5;39;6;87;12;18593;0;6;178;697;6201;2760;811;28;282;2;59;172;88;68;655;60;113;3810;4387;15277;1614;6212;5764;929;8563;5657;30;10970;8039;28295;11882;1415;673;6989;20828;31382;3334;31;425;482;506;696;1509;6;1229;1756;1183;480;1459;12217;697;95;38;20;705;4311;3;6;4282;12476;16732;10040;435;480;2845;2426;2572;52;11;17;241;295;112;642;281;347;189;574;167;182;22;5144;4723;20443;584;945;292;32;0;0;152;0;0;40;34;136;192;71;268;8120
_2009_06;3;4;58;3;67;6;19273;3;1;180;888;6578;3024;731;40;274;2;67;189;90;58;727;82;121;4044;5008;14836;1383;6109;5720;835;8524;5776;21;11388;8481;27436;12395;1443;687;6845;19459;30174;3511;48;464;472;463;799;1456;1;1692;2238;1317;528;1463;11590;814;72;50;25;530;3510;2;10;4141;12154;18028;9380;429;532;2869;2548;2634;54;20;18;240;224;97;589;274;299;185;537;178;201;20;5745;4584;19087;705;983;304;39;0;0;161;0;0;29;33;133;186;100;300;8240
_2009_05;9;1;57;2;81;7;17464;3;2;171;836;6253;2655;704;33;291;1;61;174;86;56;603;74;114;3696;4391;14440;1504;6137;5632;837;7660;5465;30;10931;7619;27096;12430;1360;660;6417;18181;25968;3202;40;383;490;427;696;1310;8;1492;2016;1202;573;1488;12193;1218;84;47;29;482;3220;2;8;4052;11915;17530;9667;487;464;2647;2377;2763;45;12;17;221;227;121;577;262;309;160;517;167;157;20;4780;4179;17281;567;876;299;24;0;0;133;0;0;21;28;128;194;88;245;7779
_2009_04;2;3;54;4;74;14;17350;1;1;173;896;6292;2973;705;38;385;7;57;177;100;57;711;77;137;3674;4337;13670;1506;6150;5798;780;7368;6031;33;11185;7173;24769;12180;1416;647;6518;16837;24666;3496;50;375;506;470;750;1298;5;1429;2382;1277;559;1938;12818;1426;86;41;23;476;3216;5;6;4289;12840;17781;10548;489;552;2790;2383;2922;60;19;19;227;263;115;695;295;318;187;574;169;199;19;5535;4296;18216;723;1036;379;32;0;0;173;0;0;35;37;161;258;98;258;8258
_2009_03;0;5;54;3;85;9;18138;1;2;210;965;6668;3073;710;30;450;0;86;242;137;62;784;87;140;3888;4448;14987;1520;6775;5656;786;7468;6663;23;11912;6840;24268;12315;1400;629;6734;16854;25446;3607;46;398;510;466;792;1335;3;1580;2286;1438;541;1788;13558;1324;89;69;25;465;3329;3;13;3901;12868;18206;10565;496;586;2870;2414;3242;63;19;18;233;260;128;733;375;362;207;621;204;149;23;5548;4465;19479;791;1012;338;29;0;0;168;0;0;50;29;160;197;85;292;9010
_2009_02;5;3;54;15;84;12;15766;4;1;166;872;5931;2633;621;41;494;1;80;245;105;71;758;83;134;3535;4111;13873;1311;6293;4942;756;6610;5922;19;11354;5481;22132;11425;1346;463;6017;14495;22252;2988;33;346;479;384;724;1127;7;1257;2166;1291;529;1693;11790;1177;75;52;16;401;2856;4;6;3372;11711;16417;10202;495;496;2436;2092;2909;72;12;25;183;223;92;677;250;295;190;564;172;130;24;5006;4388;18414;688;946;314;28;0;0;160;0;0;39;29;123;209;72;274;8156
_2009_01;10;2;62;5;97;24;16260;2;2;165;890;6211;2661;648;37;534;4;85;194;110;66;748;103;141;4006;4376;15804;1203;6222;4928;651;6763;5674;26;11382;5065;21906;10498;1024;407;5934;14687;23234;2835;24;390;503;406;650;1091;7;1236;1942;1302;582;1394;11195;1030;79;57;18;468;4027;5;12;3257;11790;17002;8879;461;450;2420;2172;2802;56;8;24;207;215;110;677;254;268;167;478;185;111;29;5094;4460;17646;565;921;283;32;0;0;151;0;0;41;25;110;182;66;258;7924
_2008_12;9;6;74;4;84;20;16889;1;3;186;928;6090;2546;638;50;520;3;93;250;110;56;776;93;162;4124;4682;17145;1184;6546;5057;819;7653;6294;39;11488;6026;24695;11016;1161;470;6535;15564;24962;3586;44;390;514;411;767;1163;3;1402;2627;1233;581;1821;11624;1198;79;66;17;409;3113;2;8;3434;12282;17951;7877;343;436;2456;2209;2819;85;13;23;192;236;117;692;240;299;189;549;176;123;52;6460;4592;20038;852;1040;216;47;0;0;182;0;0;46;35;141;256;73;279;7779
_2008_11;12;1;69;4;81;15;15869;2;2;189;825;5822;2622;660;42;346;2;61;192;91;73;671;80;128;3454;4240;14274;1138;6136;5049;785;6571;5293;28;11285;6980;25448;11526;1378;528;6324;14881;23059;3316;34;348;506;398;691;1202;2;1213;2086;1217;549;1499;11314;1275;60;44;27;400;2815;6;15;3435;11364;16778;8324;369;427;2362;1967;2487;63;20;25;212;209;118;634;249;279;192;555;127;124;27;5519;4525;18451;650;924;257;34;0;0;140;0;0;33;41;120;190;63;220;7895
_2008_10;12;1;72;4;93;23;18070;3;1;170;885;6743;3175;760;22;293;3;62;155;63;50;684;62;130;3653;4294;13142;1165;5777;4982;809;7726;5685;27;11271;7593;25781;11773;1662;685;7257;17205;26830;4375;51;396;575;484;804;1375;4;1567;2373;1391;625;2082;13720;1541;80;51;31;462;3103;3;6;3653;11898;17918;10305;486;493;2987;2326;3005;77;12;22;251;248;131;784;289;367;208;612;166;157;31;6566;4829;20553;729;1112;391;34;0;0;190;0;0;53;42;142;213;87;275;8793
_2008_09;17;2;66;7;96;18;16802;2;3;150;680;6303;2733;714;31;237;3;58;161;63;32;636;63;93;3099;3831;11999;979;5301;4744;791;7632;4544;31;10215;7222;22925;10665;1498;720;7048;15956;25291;3354;40;392;435;443;676;1387;4;1341;2433;1371;535;1466;11562;1340;70;46;25;438;2574;1;7;3460;10928;15741;10146;455;472;2563;2032;2464;69;5;28;194;224;199;691;275;320;176;507;141;154;20;5296;4605;19243;525;994;301;34;0;0;142;0;0;47;34;92;167;65;293;8067
_2008_08;8;2;72;6;66;21;14772;0;3;132;478;5259;2234;726;28;214;2;44;154;58;44;489;64;112;2851;3176;13598;1321;5351;4745;875;7450;4422;33;9628;6388;23742;10031;1152;782;6564;18388;26240;2994;30;410;403;435;546;1344;8;857;2135;1002;408;1138;11215;1508;62;46;17;409;2549;4;5;3493;10674;14370;8731;418;427;2488;1995;2259;51;13;26;219;271;110;630;229;221;120;476;154;133;5;4693;4599;18900;474;918;247;35;0;0;113;0;0;38;27;90;154;48;218;7211
_2008_07;23;6;66;8;100;19;17205;3;1;182;606;6262;2739;755;28;259;2;56;178;64;42;554;66;132;3358;4094;13421;1401;6000;5377;883;8455;4957;43;11195;7892;27255;12160;1607;830;8050;19226;29868;3545;34;465;505;492;722;1508;3;1132;2189;1136;576;1441;11995;1314;86;62;25;555;3645;4;10;4107;12322;17417;9053;408;439;2881;2505;2371;53;16;18;238;251;104;631;245;254;168;553;167;159;14;5523;4820;19390;842;970;309;28;0;0;171;0;0;21;29;114;183;82;269;8211
