Code du département;Libellé du département;Code de la circonscription;Libellé de la circonscription;Inscrits;Abstentions;% Abs/Ins;Votants;% Vot/Ins;Blancs et nuls;% BlNuls/Ins;% BlNuls/Vot;Exprimes;% Exp/Ins;% Exp/Vot;Code Nuance;Voix;% Voix/Ins;% Voix/Exp;Code Nuance;Voix;% Voix/Ins;% Voix/Exp;Code Nuance;Voix;% Voix/Ins;% Voix/Exp;Code Nuance;Voix;% Voix/Ins;% Voix/Exp;Code Nuance;Voix;% Voix/Ins;% Voix/Exp;Code Nuance;Voix;% Voix/Ins;% Voix/Exp;Code Nuance;Voix;% Voix/Ins;% Voix/Exp;Code Nuance;Voix;% Voix/Ins;% Voix/Exp;Code Nuance;Voix;% Voix/Ins;% Voix/Exp;Code Nuance;Voix;% Voix/Ins;% Voix/Exp;Code Nuance;Voix;% Voix/Ins;% Voix/Exp;Code Nuance;Voix;% Voix/Ins;% Voix/Exp;Code Nuance;Voix;% Voix/Ins;% Voix/Exp;Code Nuance;Voix;% Voix/Ins;% Voix/Exp;Code Nuance;Voix;% Voix/Ins;% Voix/Exp;Code Nuance;Voix;% Voix/Ins;% Voix/Exp
59;NORD;17;17ème circonscription;72158;22292;30.89;49866;69.11;1849;2.56;3.71;48017;66.54;96.29;EXG;909;1.26;1.89;COM;7819;10.84;16.28;SOC;11374;15.76;23.69;VEC;2446;3.39;5.09;DIV;1485;2.06;3.09;RPR;18268;25.32;38.04;FRN;5716;7.92;11.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59;NORD;18;18ème circonscription;76517;20601;26.92;55916;73.08;3181;4.16;5.69;52735;68.92;94.31;COM;7189;9.4;13.63;SOC;11479;15;21.77;VEC;3961;5.18;7.51;DIV;2211;2.89;4.19;RPR;20403;26.66;38.69;FRN;7492;9.79;14.21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59;NORD;19;19ème circonscription;76570;21493;28.07;55077;71.93;3072;4.01;5.58;52005;67.92;94.42;COM;18388;24.01;35.36;SOC;8276;10.81;15.91;GEC;3840;5.02;7.38;DIV;3062;4;5.89;RPR;10457;13.66;20.11;FRN;7982;10.42;15.35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59;NORD;20;20ème circonscription;78160;24044;30.76;54116;69.24;2799;3.58;5.17;51317;65.66;94.83;EXG;1038;1.33;2.02;COM;18202;23.29;35.47;SOC;5653;7.23;11.02;GEC;3655;4.68;7.12;DIV;1219;1.56;2.38;DIV;357;0.46;0.7;UDF;13185;16.87;25.69;FRN;8008;10.25;15.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59;NORD;21;21ème circonscription;75316;23104;30.68;52212;69.32;1766;2.34;3.38;50446;66.98;96.62;EXG;709;0.94;1.41;COM;11629;15.44;23.05;SOC;3609;4.79;7.15;MAJ;399;0.53;0.79;VEC;1731;2.3;3.43;DIV;1107;1.47;2.19;DVD;24709;32.81;48.98;FRN;6553;8.7;12.99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59;NORD;22;22ème circonscription;73268;18400;25.11;54868;74.89;3254;4.44;5.93;51614;70.45;94.07;COM;9885;13.49;19.15;SOC;11057;15.09;21.42;GEC;2527;3.45;4.9;DIV;1392;1.9;2.7;DVD;9691;13.23;18.78;DVD;461;0.63;0.89;DVD;572;0.78;1.11;DVD;9148;12.49;17.72;FRN;6881;9.39;13.33;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59;NORD;23;23ème circonscription;66631;21393;32.11;45238;67.89;2107;3.16;4.66;43131;64.73;95.34;EXG;942;1.41;2.18;COM;8400;12.61;19.48;SOC;5877;8.82;13.63;VEC;1857;2.79;4.31;DIV;1464;2.2;3.39;UDF;13086;19.64;30.34;DVD;924;1.39;2.14;FRN;10581;15.88;24.53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59;NORD;24;24ème circonscription;64753;18022;27.83;46731;72.17;2173;3.36;4.65;44558;68.81;95.35;EXG;988;1.53;2.22;COM;4884;7.54;10.96;SOC;10015;15.47;22.48;VEC;1694;2.62;3.8;DIV;1210;1.87;2.72;RPR;12218;18.87;27.42;DVD;8763;13.53;19.67;FRN;4786;7.39;10.74;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60;OISE;1;1ère circonscription;69899;16679;23.86;53220;76.14;2623;3.75;4.93;50597;72.39;95.07;EXG;1303;1.86;2.58;COM;3291;4.71;6.5;SOC;8060;11.53;15.93;GEC;2907;4.16;5.75;DIV;2235;3.2;4.42;RPR;25488;36.46;50.37;FRN;6164;8.82;12.18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60;OISE;2;2ème circonscription;72481;18853;26.01;53628;73.99;2885;3.98;5.38;50743;70.01;94.62;EXG;1490;2.06;2.94;EXG;740;1.02;1.46;COM;3811;5.26;7.51;SOC;5383;7.43;10.61;VEC;3566;4.92;7.03;DIV;2426;3.35;4.78;RPR;25915;35.75;51.07;FRN;7412;10.23;14.61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60;OISE;3;3ème circonscription;63777;19994;31.35;43783;68.65;1980;3.1;4.52;41803;65.55;95.48;EXG;969;1.52;2.32;EXG;515;0.81;1.23;COM;6140;9.63;14.69;SOC;6900;10.82;16.51;VEC;2478;3.89;5.93;DIV;1511;2.37;3.61;DIV;317;0.5;0.76;RPR;12690;19.9;30.36;DVD;592;0.93;1.42;DVD;219;0.34;0.52;DVD;950;1.49;2.27;FRN;8332;13.06;19.93;EXD;190;0.3;0.45;;;;;;;;;;;;
60;OISE;4;4ème circonscription;76324;23562;30.87;52762;69.13;2195;2.88;4.16;50567;66.25;95.84;COM;3955;5.18;7.82;SOC;5929;7.77;11.73;GEC;4776;6.26;9.44;DIV;297;0.39;0.59;DIV;1677;2.2;3.32;RPR;23084;30.24;45.65;DVD;370;0.48;0.73;DVD;542;0.71;1.07;DVD;1153;1.51;2.28;FRN;8784;11.51;17.37;;;;;;;;;;;;;;;;;;;;;;;;
60;OISE;5;5ème circonscription;61491;17954;29.2;43537;70.8;2257;3.67;5.18;41280;67.13;94.82;EXG;1222;1.99;2.96;COM;4528;7.36;10.97;SOC;5940;9.66;14.39;GEC;2226;3.62;5.39;VEC;2376;3.86;5.76;DIV;1017;1.65;2.46;RPR;16528;26.88;40.04;DVD;708;1.15;1.72;DVD;232;0.38;0.56;DVD;595;0.97;1.44;FRN;5908;9.61;14.31;;;;;;;;;;;;;;;;;;;;
60;OISE;6;6ème circonscription;64213;19228;29.94;44985;70.06;2078;3.24;4.62;42907;66.82;95.38;EXG;1296;2.02;3.02;COM;3680;5.73;8.58;SOC;4828;7.52;11.25;VEC;4394;6.84;10.24;DIV;1197;1.86;2.79;UDF;19186;29.88;44.72;DVD;653;1.02;1.52;DVD;754;1.17;1.76;FRN;6919;10.78;16.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60;OISE;7;7ème circonscription;64689;19458;30.08;45231;69.92;2322;3.59;5.13;42909;66.33;94.87;EXG;1329;2.05;3.1;COM;4472;6.91;10.42;SOC;8853;13.69;20.63;GEC;2869;4.44;6.69;DIV;545;0.84;1.27;DIV;1472;2.28;3.43;UDF;12175;18.82;28.37;DVD;1163;1.8;2.71;DVD;932;1.44;2.17;FRN;9099;14.07;21.21;;;;;;;;;;;;;;;;;;;;;;;;
61;ORNE;1;1ère circonscription;71683;22014;30.71;49669;69.29;3193;4.45;6.43;46476;64.84;93.57;COM;1946;2.71;4.19;SOC;7375;10.29;15.87;VEC;3971;5.54;8.54;DIV;2077;2.9;4.47;RPR;15346;21.41;33.02;UDF;11081;15.46;23.84;FRN;4680;6.53;10.07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61;ORNE;2;2ème circonscription;67446;19336;28.67;48110;71.33;2248;3.33;4.67;45862;68;95.33;COM;1912;2.83;4.17;SOC;6340;9.4;13.82;GEC;3225;4.78;7.03;DIV;1591;2.36;3.47;RPR;3638;5.39;7.93;UDF;12756;18.91;27.81;UDF;10852;16.09;23.66;FRN;5548;8.23;12.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61;ORNE;3;3ème circonscription;72668;19491;26.82;53177;73.18;2860;3.94;5.38;50317;69.24;94.62;COM;2379;3.27;4.73;RDG;11400;15.69;22.66;VEC;3098;4.26;6.16;DIV;1264;1.74;2.51;RPR;9817;13.51;19.51;UDF;11729;16.14;23.31;DVD;4665;6.42;9.27;FRN;4507;6.2;8.96;EXD;1458;2.01;2.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;PAS DE CALAIS;1;1ère circonscription;75124;17421;23.19;57703;76.81;3618;4.82;6.27;54085;71.99;93.73;COM;3720;4.95;6.88;RDG;16194;21.56;29.94;VEC;2910;3.87;5.38;DIV;2492;3.32;4.61;RPR;15156;20.17;28.02;DVD;7877;10.49;14.56;FRN;5736;7.64;10.61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;PAS DE CALAIS;2;2ème circonscription;69449;16576;23.87;52873;76.13;3382;4.87;6.4;49491;71.26;93.6;EXG;152;0.22;0.31;COM;8428;12.14;17.03;SOC;10871;15.65;21.97;MAJ;531;0.76;1.07;GEC;3034;4.37;6.13;DIV;2082;3;4.21;UDF;16273;23.43;32.88;DVD;1977;2.85;3.99;FRN;6143;8.85;12.41;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;PAS DE CALAIS;3;3ème circonscription;69083;11940;17.28;57143;82.72;3161;4.58;5.53;53982;78.14;94.47;COM;4140;5.99;7.67;SOC;11870;17.18;21.99;VEC;2660;3.85;4.93;DIV;2009;2.91;3.72;UDF;29252;42.34;54.19;FRN;4051;5.86;7.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;PAS DE CALAIS;4;4ème circonscription;71865;18230;25.37;53635;74.63;2349;3.27;4.38;51286;71.36;95.62;COM;3032;4.22;5.91;SOC;12204;16.98;23.8;VEC;1929;2.68;3.76;DIV;3897;5.42;7.6;DIV;1460;2.03;2.85;UDF;24689;34.35;48.14;FRN;4075;5.67;7.95;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;PAS DE CALAIS;5;5ème circonscription;60515;18626;30.78;41889;69.22;2379;3.93;5.68;39510;65.29;94.32;COM;6546;10.82;16.57;SOC;11383;18.81;28.81;VEC;1992;3.29;5.04;DIV;1944;3.21;4.92;UDF;11316;18.7;28.64;DVD;2673;4.42;6.77;FRN;3656;6.04;9.25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;PAS DE CALAIS;6;6ème circonscription;67899;21185;31.2;46714;68.8;2338;3.44;5;44376;65.36;95;COM;4536;6.68;10.22;SOC;15841;23.33;35.7;GEC;2310;3.4;5.21;DIV;1566;2.31;3.53;DVD;3724;5.48;8.39;DVD;11129;16.39;25.08;DVD;1020;1.5;2.3;FRN;4250;6.26;9.58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;PAS DE CALAIS;7;7ème circonscription;76315;24305;31.85;52010;68.15;3172;4.16;6.1;48838;64;93.9;COM;9900;12.97;20.27;SOC;10883;14.26;22.28;VEC;3060;4.01;6.27;DIV;2247;2.94;4.6;RPR;15522;20.34;31.78;DVD;2781;3.64;5.69;FRN;4445;5.82;9.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;PAS DE CALAIS;8;8ème circonscription;63086;13886;22.01;49200;77.99;3085;4.89;6.27;46115;73.1;93.73;EXG;1927;3.05;4.18;COM;1986;3.15;4.31;SOC;14631;23.19;31.73;GEC;2327;3.69;5.05;DIV;1815;2.88;3.94;RPR;19535;30.97;42.36;FRN;3894;6.17;8.44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;PAS DE CALAIS;9;9ème circonscription;75802;17138;22.61;58664;77.39;3333;4.4;5.68;55331;72.99;94.32;COM;7824;10.32;14.14;SOC;20267;26.74;36.63;VEC;2489;3.28;4.5;DIV;2356;3.11;4.26;RPR;17452;23.02;31.54;DVD;627;0.83;1.13;DVD;0;0;0;FRN;4316;5.69;7.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;PAS DE CALAIS;10;10ème circonscription;73594;19771;26.86;53823;73.14;3583;4.87;6.66;50240;68.27;93.34;EXG;966;1.31;1.92;COM;13449;18.27;26.77;SOC;13992;19.01;27.85;GEC;2766;3.76;5.51;DIV;2239;3.04;4.46;RPR;7840;10.65;15.61;DVD;1928;2.62;3.84;DVD;2623;3.56;5.22;FRN;4437;6.03;8.83;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;PAS DE CALAIS;11;11ème circonscription;86265;21765;25.23;64500;74.77;4439;5.15;6.88;60061;69.62;93.12;EXG;1557;1.8;2.59;COM;15714;18.22;26.16;SOC;13700;15.88;22.81;GEC;3912;4.53;6.51;DIV;3599;4.17;5.99;DIV;687;0.8;1.14;UDF;13169;15.27;21.93;FRN;7723;8.95;12.86;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;PAS DE CALAIS;12;12ème circonscription;76359;21091;27.62;55268;72.38;3380;4.43;6.12;51888;67.95;93.88;EXG;1365;1.79;2.63;COM;12530;16.41;24.15;SOC;16084;21.06;31;MAJ;7148;9.36;13.78;VEC;2036;2.67;3.92;DIV;3119;4.08;6.01;DVD;4412;5.78;8.5;FRN;5194;6.8;10.01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;PAS DE CALAIS;13;13ème circonscription;70756;20711;29.27;50045;70.73;2956;4.18;5.91;47089;66.55;94.09;EXG;1388;1.96;2.95;COM;9985;14.11;21.2;SOC;13614;19.24;28.91;GEC;2672;3.78;5.67;DIV;2669;3.77;5.67;UDF;7160;10.12;15.21;DVD;2881;4.07;6.12;FRN;6720;9.5;14.27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;PAS DE CALAIS;14;14ème circonscription;72150;20194;27.99;51956;72.01;2390;3.31;4.6;49566;68.7;95.4;EXG;971;1.35;1.96;COM;12092;16.76;24.4;SOC;12093;16.76;24.4;MAJ;13374;18.54;26.98;VEC;1769;2.45;3.57;DIV;2371;3.29;4.78;FRN;6896;9.56;13.91;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;PUY DE DOME;1;1ère circonscription;56906;17084;30.02;39822;69.98;2463;4.33;6.19;37359;65.65;93.81;EXG;786;1.38;2.1;EXG;869;1.53;2.33;COM;2606;4.58;6.98;SOC;8985;15.79;24.05;GEC;3013;5.29;8.06;DIV;1409;2.48;3.77;RPR;6162;10.83;16.49;UDF;8730;15.34;23.37;DVD;1245;2.19;3.33;FRN;3554;6.25;9.51;;;;;;;;;;;;;;;;;;;;;;;;
63;PUY DE DOME;2;2ème circonscription;67293;19176;28.5;48117;71.5;3045;4.52;6.33;45072;66.98;93.67;EXG;426;0.63;0.95;EXG;968;1.44;2.15;COM;3088;4.59;6.85;SOC;12569;18.68;27.89;VEC;4003;5.95;8.88;DIV;1678;2.49;3.72;UDF;17959;26.69;39.85;DVD;512;0.76;1.14;FRN;3869;5.75;8.58;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;PUY DE DOME;3;3ème circonscription;68021;18641;27.4;49380;72.6;3309;4.86;6.7;46071;67.73;93.3;COM;2509;3.69;5.45;SOC;7598;11.17;16.49;VEC;4240;6.23;9.2;DIV;1520;2.23;3.3;UDF;25228;37.09;54.76;FRN;3887;5.71;8.44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;PUY DE DOME;4;4ème circonscription;69555;20522;29.5;49033;70.5;3335;4.79;6.8;45698;65.7;93.2;EXG;297;0.43;0.65;COM;4034;5.8;8.83;SOC;8153;11.72;17.84;RDG;1;0;0;MAJ;1344;1.93;2.94;VEC;3315;4.77;7.25;DIV;1695;2.44;3.71;RPR;18518;26.62;40.52;FRN;3223;4.63;7.05;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;PUY DE DOME;5;5ème circonscription;65361;18837;28.82;46524;71.18;2977;4.55;6.4;43547;66.63;93.6;EXG;1000;1.53;2.3;COM;5820;8.9;13.36;SOC;10809;16.54;24.82;GEC;2341;3.58;5.38;DIV;1271;1.94;2.92;UDF;18255;27.93;41.92;FRN;4051;6.2;9.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;PUY DE DOME;6;6ème circonscription;81794;22610;27.64;59184;72.36;3793;4.64;6.41;55391;67.72;93.59;EXG;485;0.59;0.88;COM;4478;5.47;8.08;SOC;16449;20.11;29.7;GEC;3415;4.18;6.17;DIV;1002;1.23;1.81;DIV;1580;1.93;2.85;UDF;23289;28.47;42.04;FRN;4693;5.74;8.47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
64;PYRENEES ATLANTIQUES;1;1ère circonscription;61037;19384;31.76;41653;68.24;2439;4;5.86;39214;64.25;94.14;EXG;658;1.08;1.68;COM;2062;3.38;5.26;SOC;8824;14.46;22.5;GEC;3123;5.12;7.96;DIV;82;0.13;0.21;DIV;1185;1.94;3.02;RPR;17064;27.96;43.52;DVD;298;0.49;0.76;DVD;1587;2.6;4.05;FRN;4331;7.1;11.04;;;;;;;;;;;;;;;;;;;;;;;;
64;PYRENEES ATLANTIQUES;2;2ème circonscription;63451;17531;27.63;45920;72.37;2655;4.18;5.78;43265;68.19;94.22;COM;2325;3.66;5.37;SOC;9890;15.59;22.86;VEC;2719;4.29;6.28;DIV;153;0.24;0.35;DIV;1122;1.77;2.59;UDF;20111;31.7;46.48;DVD;3246;5.12;7.5;FRN;3699;5.83;8.55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
64;PYRENEES ATLANTIQUES;3;3ème circonscription;75674;20794;27.48;54880;72.52;3488;4.61;6.36;51392;67.91;93.64;COM;3641;4.81;7.08;SOC;19023;25.14;37.02;GEC;2760;3.65;5.37;DIV;192;0.25;0.37;DIV;1300;1.72;2.53;DVD;19969;26.39;38.86;FRN;4507;5.96;8.77;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
64;PYRENEES ATLANTIQUES;4;4ème circonscription;79709;22253;27.92;57456;72.08;3093;3.88;5.38;54363;68.2;94.62;COM;4118;5.17;7.58;SOC;7975;10.01;14.67;VEC;2372;2.98;4.36;REG;3049;3.83;5.61;DIV;5766;7.23;10.61;DIV;193;0.24;0.36;DIV;983;1.23;1.81;RPR;27356;34.32;50.32;FRN;2551;3.2;4.69;;;;;;;;;;;;;;;;;;;;;;;;;;;;
64;PYRENEES ATLANTIQUES;5;5ème circonscription;70478;22297;31.64;48181;68.36;2394;3.4;4.97;45787;64.97;95.03;EXG;908;1.29;1.98;COM;3232;4.59;7.06;SOC;9757;13.84;21.31;VEC;3324;4.72;7.26;REG;1356;1.92;2.96;REG;607;0.86;1.33;DIV;1200;1.7;2.62;DIV;143;0.2;0.31;UDF;21528;30.55;47.02;FRN;3732;5.3;8.15;;;;;;;;;;;;;;;;;;;;;;;;
64;PYRENEES ATLANTIQUES;6;6ème circonscription;76463;23930;31.3;52533;68.7;2262;2.96;4.31;50271;65.75;95.69;COM;2277;2.98;4.53;SOC;7797;10.2;15.51;GEC;3179;4.16;6.32;REG;2528;3.31;5.03;REG;833;1.09;1.66;DIV;1315;1.72;2.62;DIV;952;1.25;1.89;RPR;21753;28.45;43.27;DVD;5990;7.83;11.92;FRN;3647;4.77;7.25;;;;;;;;;;;;;;;;;;;;;;;;
65;HAUTES PYRENEES;1;1ère circonscription;59414;18239;30.7;41175;69.3;3209;5.4;7.79;37966;63.9;92.21;COM;4229;7.12;11.14;SOC;11306;19.03;29.78;GEC;2457;4.14;6.47;DIV;160;0.27;0.42;DIV;1174;1.98;3.09;RPR;4489;7.56;11.82;UDF;11481;19.32;30.24;FRN;2670;4.49;7.03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65;HAUTES PYRENEES;2;2ème circonscription;61080;17279;28.29;43801;71.71;2381;3.9;5.44;41420;67.81;94.56;EXG;656;1.07;1.58;COM;3847;6.3;9.29;RDG;9642;15.79;23.28;VEC;2003;3.28;4.84;DIV;162;0.27;0.39;DIV;1012;1.66;2.44;UDF;21219;34.74;51.23;FRN;2879;4.71;6.95;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65;HAUTES PYRENEES;3;3ème circonscription;52563;16683;31.74;35880;68.26;2317;4.41;6.46;33563;63.85;93.54;EXG;496;0.94;1.48;COM;6450;12.27;19.22;SOC;8537;16.24;25.44;GEC;1997;3.8;5.95;DIV;109;0.21;0.32;DIV;971;1.85;2.89;UDF;10920;20.78;32.54;DVD;1351;2.57;4.03;FRN;2732;5.2;8.14;;;;;;;;;;;;;;;;;;;;;;;;;;;;
66;PYRENEES ORIENTALES;1;1ère circonscription;58998;20158;34.17;38840;65.83;2196;3.72;5.65;36644;62.11;94.35;EXG;377;0.64;1.03;COM;4152;7.04;11.33;SOC;4046;6.86;11.04;MAJ;351;0.59;0.96;GEC;2164;3.67;5.91;REG;597;1.01;1.63;DIV;1011;1.71;2.76;RPR;10160;17.22;27.73;UDF;5540;9.39;15.12;FRN;8123;13.77;22.17;EXD;123;0.21;0.34;;;;;;;;;;;;;;;;;;;;
66;PYRENEES ORIENTALES;2;2ème circonscription;73160;23643;32.32;49517;67.68;2826;3.86;5.71;46691;63.82;94.29;EXG;619;0.85;1.33;EXG;623;0.85;1.33;COM;5927;8.1;12.69;SOC;9084;12.42;19.46;VEC;2799;3.83;5.99;REG;709;0.97;1.52;DIV;1328;1.82;2.84;RPR;16600;22.69;35.55;FRN;9002;12.3;19.28;;;;;;;;;;;;;;;;;;;;;;;;;;;;
66;PYRENEES ORIENTALES;3;3ème circonscription;61552;22178;36.03;39374;63.97;2253;3.66;5.72;37121;60.31;94.28;COM;4396;7.14;11.84;SOC;6176;10.03;16.64;MAJ;227;0.37;0.61;GEC;2559;4.16;6.89;REG;605;0.98;1.63;DIV;941;1.53;2.53;UDF;9886;16.06;26.63;UDF;2500;4.06;6.73;UDF;3484;5.66;9.39;DVD;590;0.96;1.59;DVD;0;0;0;FRN;5757;9.35;15.51;;;;;;;;;;;;;;;;
66;PYRENEES ORIENTALES;4;4ème circonscription;71376;22114;30.98;49262;69.02;3076;4.31;6.24;46186;64.71;93.76;EXG;350;0.49;0.76;COM;4860;6.81;10.52;SOC;11062;15.5;23.95;MAJ;558;0.78;1.21;VEC;3061;4.29;6.63;REG;753;1.05;1.63;DIV;1299;1.82;2.81;RPR;5952;8.34;12.89;UDF;6180;8.66;13.38;DVD;4441;6.22;9.62;FRN;7670;10.75;16.61;;;;;;;;;;;;;;;;;;;;
67;BAS RHIN;1;1ère circonscription;49477;18932;38.26;30545;61.74;1027;2.08;3.36;29518;59.66;96.64;EXG;382;0.77;1.29;COM;758;1.53;2.57;SOC;5719;11.56;19.37;VEC;4353;8.8;14.75;REG;1264;2.55;4.28;DIV;131;0.26;0.44;DIV;869;1.76;2.94;UDF;6708;13.56;22.73;UDF;5884;11.89;19.93;DVD;201;0.41;0.68;FRN;3249;6.57;11.01;;;;;;;;;;;;;;;;;;;;
67;BAS RHIN;2;2ème circonscription;50650;20383;40.24;30267;59.76;1246;2.46;4.12;29021;57.3;95.88;EXG;576;1.14;1.98;COM;983;1.94;3.39;SOC;4789;9.46;16.5;GEC;3934;7.77;13.56;REG;2252;4.45;7.76;DIV;152;0.3;0.52;DIV;1237;2.44;4.26;UDF;10473;20.68;36.09;DVD;243;0.48;0.84;FRN;4382;8.65;15.1;;;;;;;;;;;;;;;;;;;;;;;;
67;BAS RHIN;3;3ème circonscription;62005;24380;39.32;37625;60.68;1278;2.06;3.4;36347;58.62;96.6;EXG;470;0.76;1.29;EXG;243;0.39;0.67;COM;1039;1.68;2.86;MAJ;8825;14.23;24.28;MAJ;751;1.21;2.07;VEC;3131;5.05;8.61;REG;1221;1.97;3.36;DIV;135;0.22;0.37;DIV;1156;1.86;3.18;RPR;6762;10.91;18.6;UDF;6346;10.23;17.46;DVD;56;0.09;0.15;FRN;6078;9.8;16.72;EXD;134;0.22;0.37;;;;;;;;
67;BAS RHIN;4;4ème circonscription;96965;34603;35.69;62362;64.31;3199;3.3;5.13;59163;61.01;94.87;EXG;893;0.92;1.51;COM;1031;1.06;1.74;SOC;7081;7.3;11.97;VEC;7516;7.75;12.7;REG;4574;4.72;7.73;DIV;3065;3.16;5.18;DIV;239;0.25;0.4;RPR;25820;26.63;43.64;FRN;8944;9.22;15.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;
67;BAS RHIN;5;5ème circonscription;84575;25717;30.41;58858;69.59;3367;3.98;5.72;55491;65.61;94.28;COM;820;0.97;1.48;SOC;14573;17.23;26.26;VEC;4567;5.4;8.23;DIV;2862;3.38;5.16;UDF;24986;29.54;45.03;FRN;7683;9.08;13.85;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
67;BAS RHIN;6;6ème circonscription;67973;20383;29.99;47590;70.01;2761;4.06;5.8;44829;65.95;94.2;COM;1373;2.02;3.06;MAJ;11486;16.9;25.62;GEC;6661;9.8;14.86;DIV;1615;2.38;3.6;UDF;17327;25.49;38.65;FRN;6367;9.37;14.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
67;BAS RHIN;7;7ème circonscription;74524;22117;29.68;52407;70.32;3513;4.71;6.7;48894;65.61;93.3;COM;942;1.26;1.93;SOC;3806;5.11;7.78;VEC;5519;7.41;11.29;DIV;2876;3.86;5.88;UDF;26085;35;53.35;FRN;9666;12.97;19.77;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
67;BAS RHIN;8;8ème circonscription;65064;18976;29.17;46088;70.83;2521;3.87;5.47;43567;66.96;94.53;COM;482;0.74;1.11;SOC;3812;5.86;8.75;VEC;4950;7.61;11.36;DIV;2068;3.18;4.75;RPR;16033;24.64;36.8;UDF;11588;17.81;26.6;FRN;4634;7.12;10.64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
67;BAS RHIN;9;9ème circonscription;89693;30250;33.73;59443;66.27;3600;4.01;6.06;55843;62.26;93.94;COM;1511;1.68;2.71;GEC;9550;10.65;17.1;REG;4789;5.34;8.58;DIV;0;0;0;RPR;30263;33.74;54.19;DVD;1181;1.32;2.11;FRN;8549;9.53;15.31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
68;HAUT RHIN;1;1ère circonscription;61380;18472;30.09;42908;69.91;2210;3.6;5.15;40698;66.3;94.85;COM;796;1.3;1.96;SOC;4530;7.38;11.13;VEC;6125;9.98;15.05;DIV;0;0;0;RPR;16959;27.63;41.67;UDF;6849;11.16;16.83;FRN;5439;8.86;13.36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
68;HAUT RHIN;2;2ème circonscription;67645;20859;30.84;46786;69.16;2985;4.41;6.38;43801;64.75;93.62;COM;990;1.46;2.26;SOC;3020;4.46;6.89;GEC;7519;11.12;17.17;DIV;0;0;0;UDF;17362;25.67;39.64;DVD;4015;5.94;9.17;DVD;4788;7.08;10.93;DVD;1228;1.82;2.8;FRN;4879;7.21;11.14;;;;;;;;;;;;;;;;;;;;;;;;;;;;
68;HAUT RHIN;3;3ème circonscription;72815;20312;27.9;52503;72.1;2952;4.05;5.62;49551;68.05;94.38;EXG;1132;1.55;2.28;COM;1013;1.39;2.04;SOC;4030;5.53;8.13;VEC;6372;8.75;12.86;DIV;0;0;0;RPR;31350;43.05;63.27;FRN;5654;7.76;11.41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
