Code du département;Libellé du département;Code de la circonscription;Libellé de la circonscription;Inscrits;Abstentions;% Abs/Ins;Votants;% Vot/Ins;Blancs et nuls;% BlNuls/Ins;% BlNuls/Vot;Exprimes;% Exp/Ins;% Exp/Vot;Code Nuance;Voix;% Voix/Ins;% Voix/Exp;Code Nuance;Voix;% Voix/Ins;% Voix/Exp;Code Nuance;Voix;% Voix/Ins;% Voix/Exp;Code Nuance;Voix;% Voix/Ins;% Voix/Exp;Code Nuance;Voix;% Voix/Ins;% Voix/Exp;Code Nuance;Voix;% Voix/Ins;% Voix/Exp;Code Nuance;Voix;% Voix/Ins;% Voix/Exp;Code Nuance;Voix;% Voix/Ins;% Voix/Exp;Code Nuance;Voix;% Voix/Ins;% Voix/Exp;Code Nuance;Voix;% Voix/Ins;% Voix/Exp;Code Nuance;Voix;% Voix/Ins;% Voix/Exp;Code Nuance;Voix;% Voix/Ins;% Voix/Exp;Code Nuance;Voix;% Voix/Ins;% Voix/Exp;Code Nuance;Voix;% Voix/Ins;% Voix/Exp;Code Nuance;Voix;% Voix/Ins;% Voix/Exp;Code Nuance;Voix;% Voix/Ins;% Voix/Exp
36;INDRE;2;2ème circonscription;65542;17958;27.4;47584;72.6;3026;4.62;6.36;44558;67.98;93.64;COM;3987;6.08;8.95;SOC;14969;22.84;33.59;MAJ;658;1;1.48;VEC;1994;3.04;4.48;DIV;1297;1.98;2.91;UDF;17625;26.89;39.56;FRN;4028;6.15;9.04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;INDRE;3;3ème circonscription;60296;16490;27.35;43806;72.65;3559;5.9;8.12;40247;66.75;91.88;COM;4010;6.65;9.96;SOC;14011;23.24;34.81;MAJ;917;1.52;2.28;RPR;16499;27.36;40.99;FRN;4810;7.98;11.95;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
37;INDRE ET LOIRE ;1;1ère circonscription;53603;18814;35.1;34789;64.9;1815;3.39;5.22;32974;61.52;94.78;EXG;704;1.31;2.14;EXG;390;0.73;1.18;COM;1592;2.97;4.83;SOC;5994;11.18;18.18;GEC;3650;6.81;11.07;DIV;970;1.81;2.94;DIV;762;1.42;2.31;DVD;15071;28.12;45.71;FRN;3841;7.17;11.65;;;;;;;;;;;;;;;;;;;;;;;;;;;;
37;INDRE ET LOIRE ;2;2ème circonscription;76038;21596;28.4;54442;71.6;3037;3.99;5.58;51405;67.6;94.42;COM;3299;4.34;6.42;SOC;9681;12.73;18.83;MAJ;3303;4.34;6.43;VEC;4509;5.93;8.77;DIV;1932;2.54;3.76;RPR;22570;29.68;43.91;FRN;6111;8.04;11.89;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
37;INDRE ET LOIRE ;3;3ème circonscription;83653;24652;29.47;59001;70.53;4594;5.49;7.79;54407;65.04;92.21;EXG;1884;2.25;3.46;COM;5661;6.77;10.4;MAJ;8844;10.57;16.26;GEC;5137;6.14;9.44;DIV;1615;1.93;2.97;DIV;721;0.86;1.33;DIV;852;1.02;1.57;RPR;10593;12.66;19.47;UDF;2518;3.01;4.63;UDF;9489;11.34;17.44;DVD;1739;2.08;3.2;FRN;5354;6.4;9.84;;;;;;;;;;;;;;;;
37;INDRE ET LOIRE ;4;4ème circonscription;78533;24670;31.41;53863;68.59;3004;3.83;5.58;50859;64.76;94.42;EXG;1724;2.2;3.39;COM;2282;2.91;4.49;SOC;11867;15.11;23.33;VEC;3638;4.63;7.15;DIV;474;0.6;0.93;DIV;1569;2;3.08;UDF;17586;22.39;34.58;DVD;6122;7.8;12.04;FRN;5597;7.13;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;
37;INDRE ET LOIRE ;5;5ème circonscription;68719;21162;30.79;47557;69.21;2990;4.35;6.29;44567;64.85;93.71;EXG;1217;1.77;2.73;EXG;935;1.36;2.1;COM;2222;3.23;4.99;SOC;8101;11.79;18.18;GEC;6135;8.93;13.77;RPR;15763;22.94;35.37;DVD;5036;7.33;11.3;FRN;5158;7.51;11.57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
38;ISERE;1;1ère circonscription;74702;24477;32.77;50225;67.23;1932;2.59;3.85;48293;64.65;96.15;EXG;706;0.95;1.46;COM;2076;2.78;4.3;MAJ;8952;11.98;18.54;VEC;5801;7.77;12.01;DIV;796;1.07;1.65;RPR;21229;28.42;43.96;DVD;1988;2.66;4.12;DVD;241;0.32;0.5;FRN;5644;7.56;11.69;;;;;;;;;;;;;;;;;;;;;;;;;;;;
38;ISERE;2;2ème circonscription;64618;21980;34.02;42638;65.98;2280;3.53;5.35;40358;62.46;94.65;EXG;1111;1.72;2.75;COM;8365;12.95;20.73;SOC;7889;12.21;19.55;GEC;3902;6.04;9.67;DIV;1046;1.62;2.59;DIV;1635;2.53;4.05;UDF;10251;15.86;25.4;DVD;402;0.62;1;DVD;121;0.19;0.3;FRN;5636;8.72;13.97;;;;;;;;;;;;;;;;;;;;;;;;
38;ISERE;3;3ème circonscription;54743;20043;36.61;34700;63.39;1595;2.91;4.6;33105;60.47;95.4;EXG;583;1.06;1.76;EXG;284;0.52;0.86;EXG;279;0.51;0.84;COM;3347;6.11;10.11;SOC;8216;15.01;24.82;DIV;4050;7.4;12.23;DIV;1077;1.97;3.25;RPR;10151;18.54;30.66;DVD;237;0.43;0.72;DVD;338;0.62;1.02;FRN;4543;8.3;13.72;;;;;;;;;;;;;;;;;;;;
38;ISERE;4;4ème circonscription;71811;23015;32.05;48796;67.95;2379;3.31;4.88;46417;64.64;95.12;EXG;1020;1.42;2.2;COM;3866;5.38;8.33;SOC;11888;16.55;25.61;VEC;4575;6.37;9.86;DIV;1232;1.72;2.65;RPR;16266;22.65;35.04;DVD;1860;2.59;4.01;FRN;5710;7.95;12.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
38;ISERE;5;5ème circonscription;71594;22939;32.04;48655;67.96;2487;3.47;5.11;46168;64.49;94.89;EXG;875;1.22;1.9;EXG;514;0.72;1.11;COM;4183;5.84;9.06;SOC;8620;12.04;18.67;GEC;5073;7.09;10.99;DIV;1310;1.83;2.84;RPR;19515;27.26;42.27;DVD;336;0.47;0.73;DVD;233;0.33;0.5;FRN;5509;7.69;11.93;;;;;;;;;;;;;;;;;;;;;;;;
38;ISERE;6;6ème circonscription;81320;26969;33.16;54351;66.84;2883;3.55;5.3;51468;63.29;94.7;EXG;1245;1.53;2.42;COM;3460;4.25;6.72;SOC;7493;9.21;14.56;GEC;4305;5.29;8.36;DIV;1548;1.9;3.01;UDF;22786;28.02;44.27;DVD;898;1.1;1.74;FRN;9733;11.97;18.91;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
38;ISERE;7;7ème circonscription;77082;23992;31.13;53090;68.87;2754;3.57;5.19;50336;65.3;94.81;EXG;1336;1.73;2.65;COM;3503;4.54;6.96;SOC;6564;8.52;13.04;VEC;4657;6.04;9.25;DIV;1435;1.86;2.85;UDF;24666;32;49;DVD;162;0.21;0.32;FRN;8013;10.4;15.92;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
38;ISERE;8;8ème circonscription;84816;25393;29.94;59423;70.06;2863;3.38;4.82;56560;66.69;95.18;COM;6346;7.48;11.22;SOC;11879;14.01;21;GEC;3616;4.26;6.39;DIV;864;1.02;1.53;DIV;1328;1.57;2.35;UDF;16329;19.25;28.87;DVD;545;0.64;0.96;DVD;7026;8.28;12.42;FRN;8627;10.17;15.25;;;;;;;;;;;;;;;;;;;;;;;;;;;;
38;ISERE;9;9ème circonscription;72683;23042;31.7;49641;68.3;2600;3.58;5.24;47041;64.72;94.76;COM;6855;9.43;14.57;SOC;8042;11.06;17.1;VEC;4893;6.73;10.4;DIV;1039;1.43;2.21;RPR;18127;24.94;38.53;DVD;279;0.38;0.59;DVD;231;0.32;0.49;DVD;626;0.86;1.33;FRN;6949;9.56;14.77;;;;;;;;;;;;;;;;;;;;;;;;;;;;
39;JURA;1;1ère circonscription;61251;19291;31.49;41960;68.51;2787;4.55;6.64;39173;63.95;93.36;EXG;497;0.81;1.27;COM;2226;3.63;5.68;SOC;8853;14.45;22.6;VEC;1468;2.4;3.75;DIV;670;1.09;1.71;DIV;1833;2.99;4.68;DIV;477;0.78;1.22;RPR;17394;28.4;44.4;DVD;1871;3.05;4.78;DVD;87;0.14;0.22;FRN;3797;6.2;9.69;;;;;;;;;;;;;;;;;;;;
39;JURA;2;2ème circonscription;50884;16411;32.25;34473;67.75;2285;4.49;6.63;32188;63.26;93.37;COM;2037;4;6.33;SOC;3879;7.62;12.05;GEC;815;1.6;2.53;DIV;443;0.87;1.38;DIV;2587;5.08;8.04;DIV;441;0.87;1.37;RPR;12688;24.94;39.42;UDF;4177;8.21;12.98;DVD;1083;2.13;3.36;FRN;4038;7.94;12.55;;;;;;;;;;;;;;;;;;;;;;;;
39;JURA;3;3ème circonscription;64018;18572;29.01;45446;70.99;2842;4.44;6.25;42604;66.55;93.75;EXG;733;1.14;1.72;EXG;375;0.59;0.88;COM;3973;6.21;9.33;SOC;5839;9.12;13.71;VEC;7260;11.34;17.04;DIV;1172;1.83;2.75;DIV;525;0.82;1.23;DIV;500;0.78;1.17;UDF;16895;26.39;39.66;DVD;171;0.27;0.4;FRN;5161;8.06;12.11;;;;;;;;;;;;;;;;;;;;
40;LANDES;1;1ère circonscription;79370;21619;27.24;57751;72.76;3353;4.22;5.81;54398;68.54;94.19;COM;3565;4.49;6.55;SOC;18772;23.65;34.51;VEC;2698;3.4;4.96;DIV;1244;1.57;2.29;RPR;22649;28.54;41.64;FRN;4909;6.18;9.02;EXD;561;0.71;1.03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
40;LANDES;2;2ème circonscription;84523;23879;28.25;60644;71.75;3848;4.55;6.35;56796;67.2;93.65;COM;6375;7.54;11.22;SOC;17357;20.54;30.56;GEC;3345;3.96;5.89;DIV;1828;2.16;3.22;UDF;23119;27.35;40.71;FRN;4772;5.65;8.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
40;LANDES;3;3ème circonscription;77513;17419;22.47;60094;77.53;3567;4.6;5.94;56527;72.93;94.06;COM;5989;7.73;10.59;SOC;23172;29.89;40.99;VEC;2500;3.23;4.42;DIV;1031;1.33;1.82;UDF;20647;26.64;36.53;FRN;3188;4.11;5.64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41;LOIR ET CHER;1;1ère circonscription;82015;21041;25.66;60974;74.34;2816;3.43;4.62;58158;70.91;95.38;COM;3868;4.72;6.65;SOC;19991;24.37;34.37;VEC;3752;4.57;6.45;DIV;1366;1.67;2.35;UDF;20298;24.75;34.9;DVD;462;0.56;0.79;DVD;2079;2.53;3.57;FRN;6342;7.73;10.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41;LOIR ET CHER;2;2ème circonscription;73648;19411;26.36;54237;73.64;4975;6.76;9.17;49262;66.89;90.83;COM;4354;5.91;8.84;SOC;12257;16.64;24.88;GEC;2649;3.6;5.38;DIV;1756;2.38;3.56;RPR;22133;30.05;44.93;FRN;6113;8.3;12.41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41;LOIR ET CHER;3;3ème circonscription;68055;18060;26.54;49995;73.46;3047;4.48;6.09;46948;68.99;93.91;COM;3609;5.3;7.69;SOC;9639;14.16;20.53;GEC;2941;4.32;6.26;DIV;1490;2.19;3.17;UDF;15680;23.04;33.4;DVD;8167;12;17.4;FRN;5422;7.97;11.55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42;LOIRE;1;1ère circonscription;69493;26500;38.13;42993;61.87;1680;2.42;3.91;41313;59.45;96.09;COM;5749;8.27;13.92;SOC;6301;9.07;15.25;GEC;3234;4.65;7.83;DIV;1259;1.81;3.05;UDF;15166;21.82;36.71;DVD;1731;2.49;4.19;FRN;7873;11.33;19.06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42;LOIRE;2;2ème circonscription;58143;23510;40.43;34633;59.57;1289;2.22;3.72;33344;57.35;96.28;EXG;442;0.76;1.33;EXG;425;0.73;1.27;COM;2631;4.53;7.89;SOC;4780;8.22;14.34;MAJ;449;0.77;1.35;VEC;2052;3.53;6.15;DIV;780;1.34;2.34;DIV;960;1.65;2.88;DIV;500;0.86;1.5;RPR;13683;23.53;41.04;DVD;304;0.52;0.91;FRN;5726;9.85;17.17;;;;;;;;;;;;;;;;
42;LOIRE;3;3ème circonscription;71596;22575;31.53;49021;68.47;2223;3.1;4.53;46798;65.36;95.47;EXG;310;0.43;0.66;EXG;675;0.94;1.44;COM;4374;6.11;9.35;RDG;4324;6.04;9.24;MAJ;1913;2.67;4.09;VEC;3144;4.39;6.72;DIV;1344;1.88;2.87;DIV;981;1.37;2.1;UDF;19496;27.23;41.66;DVD;1565;2.19;3.34;DVD;873;1.22;1.87;FRN;7799;10.89;16.67;;;;;;;;;;;;;;;;
42;LOIRE;4;4ème circonscription;69852;24298;34.78;45554;65.22;2131;3.05;4.68;43423;62.16;95.32;EXG;722;1.03;1.66;COM;8309;11.9;19.14;SOC;4308;6.17;9.92;VEC;2854;4.09;6.57;DIV;1629;2.33;3.75;RPR;5800;8.3;13.36;UDF;10963;15.69;25.25;DVD;615;0.88;1.42;FRN;8223;11.77;18.94;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42;LOIRE;5;5ème circonscription;68301;20739;30.36;47562;69.64;2674;3.92;5.62;44888;65.72;94.38;EXG;971;1.42;2.16;COM;3338;4.89;7.44;SOC;8916;13.05;19.86;VEC;2546;3.73;5.67;DIV;1727;2.53;3.85;RPR;9795;14.34;21.82;UDF;12896;18.88;28.73;FRN;4699;6.88;10.47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42;LOIRE;6;6ème circonscription;62671;19033;30.37;43638;69.63;2555;4.08;5.85;41083;65.55;94.15;COM;2963;4.73;7.21;SOC;5181;8.27;12.61;GEC;3172;5.06;7.72;DIV;1464;2.34;3.56;UDF;23677;37.78;57.63;FRN;4626;7.38;11.26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42;LOIRE;7;7ème circonscription;82414;25450;30.88;56964;69.12;3082;3.74;5.41;53882;65.38;94.59;EXG;1138;1.38;2.11;COM;2726;3.31;5.06;SOC;4857;5.89;9.01;GEC;5876;7.13;10.91;DIV;1354;1.64;2.51;UDF;17203;20.87;31.93;DVD;7904;9.59;14.67;DVD;4743;5.76;8.8;FRN;8081;9.81;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;HAUTE LOIRE;1;1ère circonscription;79878;21377;26.76;58501;73.24;3387;4.24;5.79;55114;69;94.21;COM;2556;3.2;4.64;SOC;5608;7.02;10.18;RDG;1421;1.78;2.58;VEC;3521;4.41;6.39;DIV;1302;1.63;2.36;UDF;28057;35.12;50.91;DVD;5409;6.77;9.81;FRN;7240;9.06;13.14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;HAUTE LOIRE;2;2ème circonscription;78737;22854;29.03;55883;70.97;4263;5.41;7.63;51620;65.56;92.37;EXG;1499;1.9;2.9;COM;3077;3.91;5.96;SOC;7130;9.06;13.81;GEC;4698;5.97;9.1;DIV;1417;1.8;2.75;UDF;29632;37.63;57.4;FRN;4167;5.29;8.07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44;LOIRE ATLANTIQUE;1;1ère circonscription;66738;23522;35.25;43216;64.75;2043;3.06;4.73;41173;61.69;95.27;COM;1922;2.88;4.67;SOC;7144;10.7;17.35;RDG;1989;2.98;4.83;VEC;4485;6.72;10.89;REG;781;1.17;1.9;DIV;240;0.36;0.58;DIV;854;1.28;2.07;UDF;19229;28.81;46.7;DVD;952;1.43;2.31;FRN;3577;5.36;8.69;;;;;;;;;;;;;;;;;;;;;;;;
44;LOIRE ATLANTIQUE;2;2ème circonscription;71611;26490;36.99;45121;63.01;1799;2.51;3.99;43322;60.5;96.01;EXG;1050;1.47;2.42;COM;1972;2.75;4.55;SOC;9731;13.59;22.46;GEC;4191;5.85;9.67;DIV;208;0.29;0.48;DIV;978;1.37;2.26;RPR;19415;27.11;44.82;DVD;1481;2.07;3.42;FRN;4296;6;9.92;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44;LOIRE ATLANTIQUE;3;3ème circonscription;78491;27121;34.55;51370;65.45;2617;3.33;5.09;48753;62.11;94.91;EXG;1241;1.58;2.55;EXG;356;0.45;0.73;EXG;1044;1.33;2.14;COM;3290;4.19;6.75;SOC;16325;20.8;33.49;VEC;4482;5.71;9.19;DIV;228;0.29;0.47;DIV;1169;1.49;2.4;UDF;15923;20.29;32.66;FRN;4695;5.98;9.63;;;;;;;;;;;;;;;;;;;;;;;;
44;LOIRE ATLANTIQUE;4;4ème circonscription;66611;20830;31.27;45781;68.73;2834;4.25;6.19;42947;64.47;93.81;EXG;1190;1.79;2.77;EXG;1348;2.02;3.14;COM;2696;4.05;6.28;SOC;12038;18.07;28.03;VEC;4535;6.81;10.56;DIV;221;0.33;0.51;DIV;1244;1.87;2.9;RPR;16349;24.54;38.07;FRN;3326;4.99;7.74;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44;LOIRE ATLANTIQUE;5;5ème circonscription;87255;24982;28.63;62273;71.37;4290;4.92;6.89;57983;66.45;93.11;EXG;1607;1.84;2.77;COM;2284;2.62;3.94;SOC;9229;10.58;15.92;MAJ;943;1.08;1.63;GEC;6297;7.22;10.86;DIV;2056;2.36;3.55;UDF;29855;34.22;51.49;FRN;5712;6.55;9.85;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44;LOIRE ATLANTIQUE;6;6ème circonscription;66832;17357;25.97;49475;74.03;2783;4.16;5.63;46692;69.86;94.37;COM;1516;2.27;3.25;SOC;9735;14.57;20.85;MAJ;2314;3.46;4.96;GEC;3044;4.55;6.52;DIV;1313;1.96;2.81;DIV;326;0.49;0.7;RPR;25429;38.05;54.46;FRN;3015;4.51;6.46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44;LOIRE ATLANTIQUE;7;7ème circonscription;84152;25235;29.99;58917;70.01;3447;4.1;5.85;55470;65.92;94.15;EXG;1339;1.59;2.41;COM;3448;4.1;6.22;SOC;9610;11.42;17.32;MAJ;1477;1.76;2.66;GEC;4380;5.2;7.9;REG;734;0.87;1.32;DIV;322;0.38;0.58;DIV;1500;1.78;2.7;RPR;24940;29.64;44.96;DVD;3116;3.7;5.62;FRN;4604;5.47;8.3;;;;;;;;;;;;;;;;;;;;
44;LOIRE ATLANTIQUE;8;8ème circonscription;73999;26950;36.42;47049;63.58;2752;3.72;5.85;44297;59.86;94.15;EXG;1094;1.48;2.47;EXG;754;1.02;1.7;COM;6297;8.51;14.22;SOC;10221;13.81;23.07;GEC;4322;5.84;9.76;VEC;2241;3.03;5.06;DIV;1085;1.47;2.45;RPR;13767;18.6;31.08;DVD;813;1.1;1.84;FRN;3703;5;8.36;;;;;;;;;;;;;;;;;;;;;;;;
44;LOIRE ATLANTIQUE;9;9ème circonscription;73311;19970;27.24;53341;72.76;3102;4.23;5.82;50239;68.53;94.18;COM;1788;2.44;3.56;SOC;6676;9.11;13.29;MAJ;512;0.7;1.02;VEC;3777;5.15;7.52;DIV;1117;1.52;2.22;DIV;350;0.48;0.7;RPR;15858;21.63;31.57;UDF;12092;16.49;24.07;DVD;3633;4.96;7.23;FRN;4436;6.05;8.83;;;;;;;;;;;;;;;;;;;;;;;;
44;LOIRE ATLANTIQUE;10;10ème circonscription;74401;19438;26.13;54963;73.87;3551;4.77;6.46;51412;69.1;93.54;COM;1851;2.49;3.6;SOC;7168;9.63;13.94;VEC;5216;7.01;10.15;REG;1936;2.6;3.77;DIV;565;0.76;1.1;DIV;1735;2.33;3.37;RPR;28809;38.72;56.04;FRN;4132;5.55;8.04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
45;LOIRET;1;1ère circonscription;69635;18333;26.33;51302;73.67;2262;3.25;4.41;49040;70.42;95.59;EXG;908;1.3;1.85;EXG;1010;1.45;2.06;COM;2597;3.73;5.3;SOC;12789;18.37;26.08;GEC;4495;6.46;9.17;DIV;2;0;0;RPR;9488;13.63;19.35;UDF;12687;18.22;25.87;FRN;5064;7.27;10.33;;;;;;;;;;;;;;;;;;;;;;;;;;;;
45;LOIRET;2;2ème circonscription;71904;20459;28.45;51445;71.55;2644;3.68;5.14;48801;67.87;94.86;EXG;1295;1.8;2.65;EXG;1078;1.5;2.21;COM;5397;7.51;11.06;SOC;7261;10.1;14.88;VEC;5417;7.53;11.1;DIV;1;0;0;RPR;21967;30.55;45.01;FRN;6385;8.88;13.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
45;LOIRET;3;3ème circonscription;76523;21947;28.68;54576;71.32;2844;3.72;5.21;51732;67.6;94.79;EXG;749;0.98;1.45;EXG;865;1.13;1.67;COM;3446;4.5;6.66;SOC;10617;13.87;20.52;VEC;4595;6;8.88;DIV;1742;2.28;3.37;UDF;22596;29.53;43.68;FRN;7122;9.31;13.77;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
45;LOIRET;4;4ème circonscription;85624;24387;28.48;61237;71.52;2846;3.32;4.65;58391;68.19;95.35;EXG;1115;1.3;1.91;EXG;656;0.77;1.12;COM;8566;10;14.67;MAJ;5877;6.86;10.06;VEC;3266;3.81;5.59;DIV;1356;1.58;2.32;RPR;21791;25.45;37.32;DVD;7436;8.68;12.73;FRN;8328;9.73;14.26;;;;;;;;;;;;;;;;;;;;;;;;;;;;
45;LOIRET;5;5ème circonscription;80018;21718;27.14;58300;72.86;3133;3.92;5.37;55167;68.94;94.63;EXG;1562;1.95;2.83;EXG;440;0.55;0.8;COM;4168;5.21;7.56;SOC;8178;10.22;14.82;GEC;4218;5.27;7.65;DIV;2274;2.84;4.12;RPR;25850;32.31;46.86;FRN;8477;10.59;15.37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46;LOT;1;1ère circonscription;62473;15901;25.45;46572;74.55;3379;5.41;7.26;43193;69.14;92.74;COM;3850;6.16;8.91;RDG;13635;21.83;31.57;VEC;3087;4.94;7.15;DIV;934;1.5;2.16;DIV;237;0.38;0.55;DIV;938;1.5;2.17;RPR;6430;10.29;14.89;UDF;10132;16.22;23.46;DVD;1104;1.77;2.56;FRN;2846;4.56;6.59;;;;;;;;;;;;;;;;;;;;;;;;
46;LOT;2;2ème circonscription;61287;14037;22.9;47250;77.1;2559;4.18;5.42;44691;72.92;94.58;EXG;587;0.96;1.31;COM;2849;4.65;6.37;SOC;15858;25.87;35.48;GEC;2305;3.76;5.16;DIV;956;1.56;2.14;DIV;133;0.22;0.3;DIV;484;0.79;1.08;RPR;10956;17.88;24.52;DVD;8657;14.13;19.37;FRN;1906;3.11;4.26;;;;;;;;;;;;;;;;;;;;;;;;
47;LOT ET GARONNE ;1;1ère circonscription;76607;21780;28.43;54827;71.57;4417;5.77;8.06;50410;65.8;91.94;COM;5286;6.9;10.49;SOC;9673;12.63;19.19;VEC;4805;6.27;9.53;DIV;1834;2.39;3.64;UDF;20570;26.85;40.81;FRN;8242;10.76;16.35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
47;LOT ET GARONNE ;2;2ème circonscription;75186;19108;25.41;56078;74.59;4342;5.78;7.74;51736;68.81;92.26;EXG;1490;1.98;2.88;COM;7164;9.53;13.85;SOC;12095;16.09;23.38;GEC;3091;4.11;5.97;DIV;1662;2.21;3.21;RPR;20288;26.98;39.21;FRN;5946;7.91;11.49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
47;LOT ET GARONNE ;3;3ème circonscription;73152;21702;29.67;51450;70.33;3006;4.11;5.84;48444;66.22;94.16;EXG;964;1.32;1.99;COM;3341;4.57;6.9;SOC;7598;10.39;15.68;GEC;2561;3.5;5.29;REG;3104;4.24;6.41;DIV;1351;1.85;2.79;RPR;11609;15.87;23.96;UDF;9442;12.91;19.49;DVD;2425;3.32;5.01;DVD;634;0.87;1.31;FRN;5415;7.4;11.18;;;;;;;;;;;;;;;;;;;;
48;LOZERE;1;1ère circonscription;30452;7414;24.35;23038;75.65;967;3.18;4.2;22071;72.48;95.8;COM;1360;4.47;6.16;SOC;3359;11.03;15.22;GEC;1113;3.65;5.04;DIV;343;1.13;1.55;UDF;8341;27.39;37.79;UDF;6602;21.68;29.91;FRN;953;3.13;4.32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
48;LOZERE;2;2ème circonscription;26468;5714;21.59;20754;78.41;911;3.44;4.39;19843;74.97;95.61;COM;1491;5.63;7.51;SOC;2412;9.11;12.16;VEC;812;3.07;4.09;DIV;474;1.79;2.39;UDF;13266;50.12;66.85;FRN;1388;5.24;6.99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49;MAINE ET LOIRE ;1;1ère circonscription;70722;21785;30.8;48937;69.2;3181;4.5;6.5;45756;64.7;93.5;EXG;5803;8.21;12.68;COM;2508;3.55;5.48;SOC;7218;10.21;15.77;MAJ;2386;3.37;5.21;RPR;22872;32.34;49.99;DVD;170;0.24;0.37;FRN;4799;6.79;10.49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49;MAINE ET LOIRE ;2;2ème circonscription;74626;21875;29.31;52751;70.69;3707;4.97;7.03;49044;65.72;92.97;EXG;1131;1.52;2.31;EXG;1095;1.47;2.23;EXG;835;1.12;1.7;COM;3593;4.81;7.33;SOC;6996;9.37;14.26;GEC;4689;6.28;9.56;DIV;1620;2.17;3.3;UDF;23250;31.16;47.41;DVD;1083;1.45;2.21;FRN;4752;6.37;9.69;;;;;;;;;;;;;;;;;;;;;;;;
49;MAINE ET LOIRE ;3;3ème circonscription;61290;18134;29.59;43156;70.41;2016;3.29;4.67;41140;67.12;95.33;EXG;1288;2.1;3.13;COM;1654;2.7;4.02;SOC;4082;6.66;9.92;VEC;1653;2.7;4.02;DIV;693;1.13;1.68;UDF;23150;37.77;56.27;DVD;5831;9.51;14.17;FRN;2789;4.55;6.78;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49;MAINE ET LOIRE ;4;4ème circonscription;66429;19552;29.43;46877;70.57;2746;4.13;5.86;44131;66.43;94.14;EXG;1862;2.8;4.22;COM;1217;1.83;2.76;SOC;5222;7.86;11.83;VEC;2828;4.26;6.41;UDF;18504;27.86;41.93;DVD;10544;15.87;23.89;FRN;3954;5.95;8.96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49;MAINE ET LOIRE ;5;5ème circonscription;67473;20585;30.51;46888;69.49;3630;5.38;7.74;43258;64.11;92.26;EXG;1830;2.71;4.23;COM;1842;2.73;4.26;SOC;7699;11.41;17.8;VEC;3283;4.87;7.59;DIV;2740;4.06;6.33;UDF;20945;31.04;48.42;FRN;4919;7.29;11.37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49;MAINE ET LOIRE ;6;6ème circonscription;76748;20171;26.28;56577;73.72;5160;6.72;9.12;51417;66.99;90.88;EXG;1834;2.39;3.57;COM;1303;1.7;2.53;SOC;6393;8.33;12.43;MAJ;1179;1.54;2.29;GEC;4485;5.84;8.72;DIV;1872;2.44;3.64;UDF;29848;38.89;58.05;FRN;4503;5.87;8.76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
